order,new_number,old_number,plot_type,treatment,species,count,seeds per head,seeds
3038,89,89,8 species,no AC,PL,NA,28.4,NA
3039,89,89,8 species,no AC,SA,10,180.65,1806.5
3040,89,89,8 species,no AC,SA,17,180.65,3071.05
3041,89,89,8 species,no AC,SA,6,180.65,1083.9
3042,89,89,8 species,no AC,SA,9,180.65,1625.85
3043,89,89,8 species,no AC,SA,57,180.65,10297.05
3044,89,89,8 species,no AC,SA,22,180.65,3974.3
3045,89,89,8 species,no AC,SA,30,180.65,5419.5
3046,89,89,8 species,no AC,SA,37,180.65,6684.05
3047,89,89,8 species,no AC,SA,9,180.65,1625.85
3048,89,89,8 species,no AC,SA,1,180.65,180.65
3049,89,89,8 species,no AC,SA,4,180.65,722.6
3050,89,89,8 species,no AC,UR,NA,94.55,NA
3051,90,90,mono,"NAAT",AC,153,5.2,795.6
3052,90,90,mono,"NAAT",AC,60,5.2,312
3053,90,90,mono,"NAAT",AC,192,5.2,998.4
3054,90,90,mono,"NAAT",AC,90,5.2,468
3055,90,90,mono,"NAAT",AC,144,5.2,748.8
3056,90,90,mono,"NAAT",AC,72,5.2,374.4
3057,90,90,mono,"NAAT",AC,96,5.2,499.2
3058,90,90,mono,"NAAT",AC,144,5.2,748.8
3059,90,90,mono,"NAAT",AC,160,5.2,832
3060,90,90,mono,"NAAT",BR,1,64.95,64.95
3061,90,90,mono,"NAAT",HO,14,12.85,179.9
3062,90,90,mono,"NAAT",HO,12,12.85,154.2
3063,90,90,mono,"NAAT",FE,1,41.8,41.8
3064,90,90,mono,"NAAT",FE,2,41.8,83.6
3065,90,90,mono,"NAAT",FE,1,41.8,41.8
3066,90,90,mono,"NAAT",FE,1,41.8,41.8
3067,90,90,mono,"NAAT",FE,1,41.8,41.8
3068,90,90,mono,"NAAT",LA,NA,59.1,NA
3069,90,90,mono,"NAAT","NAAT",NA,42.6,NA
3070,90,90,mono,"NAAT",PL,NA,28.4,NA
3071,90,90,mono,"NAAT",SA,NA,180.65,NA
3072,90,90,mono,"NAAT",UR,1,94.55,94.55
3073,90,90,mono,"NAAT",UR,4,94.55,378.2
3074,91,91,mono,AC,AC,238,5.2,1237.6
3075,91,91,mono,AC,AC,63,5.2,327.6
3076,91,91,mono,AC,AC,124,5.2,644.8
3077,91,91,mono,AC,AC,516,5.2,2683.2
3078,91,91,mono,AC,AC,284,5.2,1476.8
3079,91,91,mono,AC,AC,84,5.2,436.8
3080,91,91,mono,AC,AC,376,5.2,1955.2
3081,91,91,mono,AC,BR,2,64.95,129.9
3082,91,91,mono,AC,BR,1,64.95,64.95
3083,91,91,mono,AC,BR,1,64.95,64.95
3084,91,91,mono,AC,BR,2,64.95,129.9
3085,91,91,mono,AC,BR,1,64.95,64.95
3086,91,91,mono,AC,HO,20,12.85,257
3087,91,91,mono,AC,HO,15,12.85,192.75
3088,91,91,mono,AC,FE,7,41.8,292.6
3089,91,91,mono,AC,FE,1,41.8,41.8
3090,91,91,mono,AC,FE,1,41.8,41.8
3091,91,91,mono,AC,FE,2,41.8,83.6
3092,91,91,mono,AC,FE,2,41.8,83.6
3093,91,91,mono,AC,FE,3,41.8,125.4
3094,91,91,mono,AC,FE,4,41.8,167.2
3095,91,91,mono,AC,LA,NA,59.1,NA
3096,91,91,mono,AC,"NAAT",NA,42.6,NA
3097,91,91,mono,AC,PL,4,28.4,113.6
3098,91,91,mono,AC,PL,5,28.4,142
3099,91,91,mono,AC,PL,22,28.4,624.8
3100,91,91,mono,AC,PL,12,28.4,340.8
3101,91,91,mono,AC,PL,5,28.4,142
3102,91,91,mono,AC,PL,10,28.4,284
3103,91,91,mono,AC,PL,23,28.4,653.2
3104,91,91,mono,AC,SA,25,180.65,4516.25
3105,91,91,mono,AC,SA,4,180.65,722.6
3106,91,91,mono,AC,UR,1,94.55,94.55
3107,92,92,mono,FE,AC,39,5.2,202.8
3108,92,92,mono,FE,BR,NA,64.95,NA
3109,92,92,mono,FE,HO,10,12.85,128.5
3110,92,92,mono,FE,HO,11,12.85,141.35
3111,92,92,mono,FE,HO,3,12.85,38.55
3112,92,92,mono,FE,HO,12,12.85,154.2
3113,92,92,mono,FE,HO,6,12.85,77.1
3114,92,92,mono,FE,HO,5,12.85,64.25
3115,92,92,mono,FE,HO,14,12.85,179.9
3116,92,92,mono,FE,HO,20,12.85,257
3117,92,92,mono,FE,HO,6,12.85,77.1
3118,92,92,mono,FE,HO,7,12.85,89.95
3119,92,92,mono,FE,FE,4,41.8,167.2
3120,92,92,mono,FE,FE,4,41.8,167.2
3121,92,92,mono,FE,FE,3,41.8,125.4
3122,92,92,mono,FE,FE,3,41.8,125.4
3123,92,92,mono,FE,FE,3,41.8,125.4
3124,92,92,mono,FE,FE,3,41.8,125.4
3125,92,92,mono,FE,FE,4,41.8,167.2
3126,92,92,mono,FE,FE,4,41.8,167.2
3127,92,92,mono,FE,FE,5,41.8,209
3128,92,92,mono,FE,FE,3,41.8,125.4
3129,92,92,mono,FE,LA,NA,59.1,NA
3130,92,92,mono,FE,"NAAT",NA,42.6,NA
3131,92,92,mono,FE,PL,25,28.4,710
3132,92,92,mono,FE,PL,16,28.4,454.4
3133,92,92,mono,FE,PL,9,28.4,255.6
3134,92,92,mono,FE,PL,11,28.4,312.4
3135,92,92,mono,FE,PL,15,28.4,426
3136,92,92,mono,FE,PL,17,28.4,482.8
3137,92,92,mono,FE,PL,10,28.4,284
3138,92,92,mono,FE,PL,12,28.4,340.8
3139,92,92,mono,FE,PL,5,28.4,142
3140,92,92,mono,FE,PL,11,28.4,312.4
3141,92,92,mono,FE,SA,NA,180.65,NA
3142,92,92,mono,FE,UR,12,94.55,1134.6
3143,92,92,mono,FE,UR,7,94.55,661.85
3144,92,92,mono,FE,UR,17,94.55,1607.35
3145,92,92,mono,FE,UR,8,94.55,756.4
3146,92,92,mono,FE,UR,41,94.55,3876.55
3147,92,92,mono,FE,UR,8,94.55,756.4
3148,92,92,mono,FE,UR,7,94.55,661.85
3149,92,92,mono,FE,UR,3,94.55,283.65
3150,92,92,mono,FE,UR,30,94.55,2836.5
3151,92,92,mono,FE,UR,8,94.55,756.4
3152,93,93,8 species,no PL,AC,NA,5.2,NA
3153,93,93,8 species,no PL,BR,NA,64.95,NA
3154,93,93,8 species,no PL,HO,NA,12.85,NA
3155,93,93,8 species,no PL,FE,3,41.8,125.4
3156,93,93,8 species,no PL,FE,3,41.8,125.4
3157,93,93,8 species,no PL,FE,2,41.8,83.6
3158,93,93,8 species,no PL,LA,NA,59.1,NA
3159,93,93,8 species,no PL,"NAAT",NA,42.6,NA
3160,93,93,8 species,no PL,PL,NA,28.4,NA
3161,93,93,8 species,no PL,SA,NA,180.65,NA
3162,93,93,8 species,no PL,UR,10,94.55,945.5
3163,93,93,8 species,no PL,UR,6,94.55,567.3
3164,93,93,8 species,no PL,UR,17,94.55,1607.35
3165,93,93,8 species,no PL,UR,5,94.55,472.75
3166,93,93,8 species,no PL,UR,6,94.55,567.3
3167,93,93,8 species,no PL,UR,7,94.55,661.85
3168,93,93,8 species,no PL,UR,4,94.55,378.2
3169,93,93,8 species,no PL,UR,9,94.55,850.95
3170,93,93,8 species,no PL,UR,39,94.55,3687.45
3171,93,93,8 species,no PL,UR,12,94.55,1134.6
3172,93,93,8 species,no PL,UR,14,94.55,1323.7
3173,94,94,mono,BR,AC,72,5.2,374.4
3174,94,94,mono,BR,AC,42,5.2,218.4
3175,94,94,mono,BR,AC,22,5.2,114.4
3176,94,94,mono,BR,AC,62,5.2,322.4
3177,94,94,mono,BR,AC,32,5.2,166.4
3178,94,94,mono,BR,AC,44,5.2,228.8
3179,94,94,mono,BR,BR,3,64.95,194.85
3180,94,94,mono,BR,BR,3,64.95,194.85
3181,94,94,mono,BR,BR,4,64.95,259.8
3182,94,94,mono,BR,BR,3,64.95,194.85
3183,94,94,mono,BR,BR,2,64.95,129.9
3184,94,94,mono,BR,BR,2,64.95,129.9
3185,94,94,mono,BR,BR,6,64.95,389.7
3186,94,94,mono,BR,BR,2,64.95,129.9
3187,94,94,mono,BR,BR,2,64.95,129.9
3188,94,94,mono,BR,BR,3,64.95,194.85
3189,94,94,mono,BR,HO,6,12.85,77.1
3190,94,94,mono,BR,HO,9,12.85,115.65
3191,94,94,mono,BR,HO,5,12.85,64.25
3192,94,94,mono,BR,HO,15,12.85,192.75
3193,94,94,mono,BR,HO,8,12.85,102.8
3194,94,94,mono,BR,HO,17,12.85,218.45
3195,94,94,mono,BR,HO,12,12.85,154.2
3196,94,94,mono,BR,HO,9,12.85,115.65
3197,94,94,mono,BR,HO,10,12.85,128.5
3198,94,94,mono,BR,HO,7,12.85,89.95
3199,94,94,mono,BR,FE,2,41.8,83.6
3200,94,94,mono,BR,FE,2,41.8,83.6
3201,94,94,mono,BR,FE,1,41.8,41.8
3202,94,94,mono,BR,FE,4,41.8,167.2
3203,94,94,mono,BR,FE,5,41.8,209
3204,94,94,mono,BR,FE,1,41.8,41.8
3205,94,94,mono,BR,FE,3,41.8,125.4
3206,94,94,mono,BR,FE,1,41.8,41.8
3207,94,94,mono,BR,FE,2,41.8,83.6
3208,94,94,mono,BR,FE,2,41.8,83.6
3209,94,94,mono,BR,FE,3,41.8,125.4
3210,94,94,mono,BR,LA,NA,59.1,NA
3211,94,94,mono,BR,"NAAT",NA,42.6,NA
3212,94,94,mono,BR,PL,12,28.4,340.8
3213,94,94,mono,BR,PL,11,28.4,312.4
3214,94,94,mono,BR,PL,8,28.4,227.2
3215,94,94,mono,BR,PL,8,28.4,227.2
3216,94,94,mono,BR,PL,6,28.4,170.4
3217,94,94,mono,BR,PL,10,28.4,284
3218,94,94,mono,BR,PL,14,28.4,397.6
3219,94,94,mono,BR,PL,6,28.4,170.4
3220,94,94,mono,BR,PL,11,28.4,312.4
3221,94,94,mono,BR,PL,2,28.4,56.8
3222,94,94,mono,BR,SA,NA,180.65,NA
3223,94,94,mono,BR,UR,8,94.55,756.4
3224,94,94,mono,BR,UR,11,94.55,1040.05
3225,94,94,mono,BR,UR,11,94.55,1040.05
3226,94,94,mono,BR,UR,61,94.55,5767.55
3227,94,94,mono,BR,UR,7,94.55,661.85
3228,94,94,mono,BR,UR,15,94.55,1418.25
3229,94,94,mono,BR,UR,5,94.55,472.75
3230,94,94,mono,BR,UR,7,94.55,661.85
3231,94,94,mono,BR,UR,5,94.55,472.75
3232,95,95,8 species,no FE,AC,NA,5.2,NA
3233,95,95,8 species,no FE,BR,NA,64.95,NA
3234,95,95,8 species,no FE,HO,NA,12.85,NA
3235,95,95,8 species,no FE,FE,NA,41.8,NA
3236,95,95,8 species,no FE,LA,2,59.1,118.2
3237,95,95,8 species,no FE,LA,2,59.1,118.2
3238,95,95,8 species,no FE,LA,1,59.1,59.1
3239,95,95,8 species,no FE,LA,1,59.1,59.1
3240,95,95,8 species,no FE,LA,3,59.1,177.3
3241,95,95,8 species,no FE,"NAAT",NA,42.6,NA
3242,95,95,8 species,no FE,PL,NA,28.4,NA
3243,95,95,8 species,no FE,SA,NA,180.65,NA
3244,95,95,8 species,no FE,UR,3,94.55,283.65
3245,95,95,8 species,no FE,UR,5,94.55,472.75
3246,95,95,8 species,no FE,UR,2,94.55,189.1
3247,95,95,8 species,no FE,UR,17,94.55,1607.35
3248,95,95,8 species,no FE,UR,5,94.55,472.75
3249,95,95,8 species,no FE,UR,3,94.55,283.65
3250,95,95,8 species,no FE,UR,12,94.55,1134.6
3251,95,95,8 species,no FE,UR,3,94.55,283.65
3252,96,96,bare,bare,AC,508,5.2,2641.6
3253,96,96,bare,bare,BR,NA,64.95,NA
3254,96,96,bare,bare,HO,39,12.85,501.15
3255,96,96,bare,bare,FE,NA,41.8,NA
3256,96,96,bare,bare,LA,NA,59.1,NA
3257,96,96,bare,bare,"NAAT",NA,42.6,NA
3258,96,96,bare,bare,PL,NA,28.4,NA
3259,96,96,bare,bare,SA,41,180.65,7406.65
3260,96,96,bare,bare,UR,57,94.55,5389.35
3261,97,97,mono,SA,AC,250,5.2,1300
3262,97,97,mono,SA,AC,40,5.2,208
3263,97,97,mono,SA,BR,40,64.95,2598
3264,97,97,mono,SA,HO,15,12.85,192.75
3265,97,97,mono,SA,HO,9,12.85,115.65
3266,97,97,mono,SA,HO,20,12.85,257
3267,97,97,mono,SA,FE,3,41.8,125.4
3268,97,97,mono,SA,FE,2,41.8,83.6
3269,97,97,mono,SA,FE,3,41.8,125.4
3270,97,97,mono,SA,FE,4,41.8,167.2
3271,97,97,mono,SA,FE,4,41.8,167.2
3272,97,97,mono,SA,FE,2,41.8,83.6
3273,97,97,mono,SA,FE,4,41.8,167.2
3274,97,97,mono,SA,FE,6,41.8,250.8
3275,97,97,mono,SA,FE,5,41.8,209
3276,97,97,mono,SA,FE,4,41.8,167.2
3277,97,97,mono,SA,LA,NA,59.1,NA
3278,97,97,mono,SA,"NAAT",NA,42.6,NA
3279,97,97,mono,SA,PL,NA,28.4,NA
3280,97,97,mono,SA,SA,NA,180.65,NA
3281,97,97,mono,SA,UR,12,94.55,1134.6
3282,97,97,mono,SA,UR,21,94.55,1985.55
3283,97,97,mono,SA,UR,57,94.55,5389.35
3284,97,97,mono,SA,UR,44,94.55,4160.2
3285,97,97,mono,SA,UR,20,94.55,1891
3286,97,97,mono,SA,UR,35,94.55,3309.25
3287,97,97,mono,SA,UR,40,94.55,3782
3288,97,97,mono,SA,UR,17,94.55,1607.35
3289,97,97,mono,SA,UR,6,94.55,567.3
3290,97,97,mono,SA,UR,17,94.55,1607.35
3291,98,98,8 species,no NAAT,AC,212,5.2,1102.4
3292,98,98,8 species,no NAAT,AC,182,5.2,946.4
3293,98,98,8 species,no NAAT,AC,70,5.2,364
3294,98,98,8 species,no NAAT,AC,288,5.2,1497.6
3295,98,98,8 species,no NAAT,BR,2,64.95,129.9
3296,98,98,8 species,no NAAT,BR,4,64.95,259.8
3297,98,98,8 species,no NAAT,BR,4,64.95,259.8
3298,98,98,8 species,no NAAT,BR,3,64.95,194.85
3299,98,98,8 species,no NAAT,BR,2,64.95,129.9
3300,98,98,8 species,no NAAT,BR,3,64.95,194.85
3301,98,98,8 species,no NAAT,BR,3,64.95,194.85
3302,98,98,8 species,no NAAT,HO,6,12.85,77.1
3303,98,98,8 species,no NAAT,HO,7,12.85,89.95
3304,98,98,8 species,no NAAT,HO,11,12.85,141.35
3305,98,98,8 species,no NAAT,HO,7,12.85,89.95
3306,98,98,8 species,no NAAT,HO,11,12.85,141.35
3307,98,98,8 species,no NAAT,HO,21,12.85,269.85
3308,98,98,8 species,no NAAT,HO,19,12.85,244.15
3309,98,98,8 species,no NAAT,FE,6,41.8,250.8
3310,98,98,8 species,no NAAT,FE,6,41.8,250.8
3311,98,98,8 species,no NAAT,FE,8,41.8,334.4
3312,98,98,8 species,no NAAT,FE,3,41.8,125.4
3313,98,98,8 species,no NAAT,FE,4,41.8,167.2
3314,98,98,8 species,no NAAT,FE,10,41.8,418
3315,98,98,8 species,no NAAT,FE,5,41.8,209
3316,98,98,8 species,no NAAT,FE,5,41.8,209
3317,98,98,8 species,no NAAT,FE,6,41.8,250.8
3318,98,98,8 species,no NAAT,FE,5,41.8,209
3319,98,98,8 species,no NAAT,FE,4,41.8,167.2
3320,98,98,8 species,no NAAT,LA,NA,59.1,NA
3321,98,98,8 species,no NAAT,"NAAT",NA,42.6,NA
3322,98,98,8 species,no NAAT,PL,10,28.4,284
3323,98,98,8 species,no NAAT,PL,8,28.4,227.2
3324,98,98,8 species,no NAAT,PL,9,28.4,255.6
3325,98,98,8 species,no NAAT,PL,13,28.4,369.2
3326,98,98,8 species,no NAAT,PL,8,28.4,227.2
3327,98,98,8 species,no NAAT,SA,7,180.65,1264.55
3328,98,98,8 species,no NAAT,SA,4,180.65,722.6
3329,98,98,8 species,no NAAT,SA,37,180.65,6684.05
3330,98,98,8 species,no NAAT,UR,NA,94.55,NA
3331,99,99,8 species,no BR,AC,NA,5.2,NA
3332,99,99,8 species,no BR,BR,NA,64.95,NA
3333,99,99,8 species,no BR,HO,5,12.85,64.25
3334,99,99,8 species,no BR,FE,5,41.8,209
3335,99,99,8 species,no BR,FE,2,41.8,83.6
3336,99,99,8 species,no BR,FE,9,41.8,376.2
3337,99,99,8 species,no BR,FE,5,41.8,209
3338,99,99,8 species,no BR,FE,4,41.8,167.2
3339,99,99,8 species,no BR,FE,23,41.8,961.4
3340,99,99,8 species,no BR,FE,4,41.8,167.2
3341,99,99,8 species,no BR,FE,2,41.8,83.6
3342,99,99,8 species,no BR,FE,3,41.8,125.4
3343,99,99,8 species,no BR,LA,3,59.1,177.3
3344,99,99,8 species,no BR,LA,7,59.1,413.7
3345,99,99,8 species,no BR,LA,3,59.1,177.3
3346,99,99,8 species,no BR,LA,2,59.1,118.2
3347,99,99,8 species,no BR,"NAAT",NA,42.6,NA
3348,99,99,8 species,no BR,PL,11,28.4,312.4
3349,99,99,8 species,no BR,PL,13,28.4,369.2
3350,99,99,8 species,no BR,PL,16,28.4,454.4
3351,99,99,8 species,no BR,PL,6,28.4,170.4
3352,99,99,8 species,no BR,PL,6,28.4,170.4
3353,99,99,8 species,no BR,SA,7,180.65,1264.55
3354,99,99,8 species,no BR,SA,2,180.65,361.3
3355,99,99,8 species,no BR,SA,1,180.65,180.65
3356,99,99,8 species,no BR,SA,4,180.65,722.6
3357,99,99,8 species,no BR,SA,2,180.65,361.3
3358,99,99,8 species,no BR,SA,3,180.65,541.95
3359,99,99,8 species,no BR,SA,1,180.65,180.65
3360,99,99,8 species,no BR,SA,2,180.65,361.3
3361,99,99,8 species,no BR,SA,9,180.65,1625.85
3362,99,99,8 species,no BR,SA,20,180.65,3613
3363,99,99,8 species,no BR,UR,9,94.55,850.95
3364,99,99,8 species,no BR,UR,7,94.55,661.85
3365,99,99,8 species,no BR,UR,4,94.55,378.2
3366,99,99,8 species,no BR,UR,4,94.55,378.2
3367,99,99,8 species,no BR,UR,2,94.55,189.1
3368,99,99,8 species,no BR,UR,8,94.55,756.4
3369,99,99,8 species,no BR,UR,80,94.55,7564
3370,99,99,8 species,no BR,UR,75,94.55,7091.25
3371,100,100,8 species,no LA,AC,NA,5.2,NA
3372,100,100,8 species,no LA,BR,9,64.95,584.55
3373,100,100,8 species,no LA,BR,2,64.95,129.9
3374,100,100,8 species,no LA,BR,3,64.95,194.85
3375,100,100,8 species,no LA,BR,1,64.95,64.95
3376,100,100,8 species,no LA,HO,14,12.85,179.9
3377,100,100,8 species,no LA,HO,8,12.85,102.8
3378,100,100,8 species,no LA,FE,9,41.8,376.2
3379,100,100,8 species,no LA,FE,5,41.8,209
3380,100,100,8 species,no LA,FE,11,41.8,459.8
3381,100,100,8 species,no LA,FE,2,41.8,83.6
3382,100,100,8 species,no LA,FE,3,41.8,125.4
3383,100,100,8 species,no LA,FE,2,41.8,83.6
3384,100,100,8 species,no LA,FE,1,41.8,41.8
3385,100,100,8 species,no LA,FE,3,41.8,125.4
3386,100,100,8 species,no LA,FE,2,41.8,83.6
3387,100,100,8 species,no LA,FE,1,41.8,41.8
3388,100,100,8 species,no LA,LA,NA,59.1,NA
3389,100,100,8 species,no LA,"NAAT",NA,42.6,NA
3390,100,100,8 species,no LA,PL,NA,28.4,NA
3391,100,100,8 species,no LA,SA,2,180.65,361.3
3392,100,100,8 species,no LA,SA,21,180.65,3793.65
3393,100,100,8 species,no LA,SA,27,180.65,4877.55
3394,100,100,8 species,no LA,SA,9,180.65,1625.85
3395,100,100,8 species,no LA,SA,3,180.65,541.95
3396,100,100,8 species,no LA,SA,3,180.65,541.95
3397,100,100,8 species,no LA,SA,2,180.65,361.3
3398,100,100,8 species,no LA,SA,2,180.65,361.3
3399,100,100,8 species,no LA,UR,2,94.55,189.1
3400,100,100,8 species,no LA,UR,27,94.55,2552.85
3401,101,101,8 species,no HO,AC,NA,5.2,NA
3402,101,101,8 species,no HO,BR,1,64.95,64.95
3403,101,101,8 species,no HO,BR,3,64.95,194.85
3404,101,101,8 species,no HO,BR,3,64.95,194.85
3405,101,101,8 species,no HO,HO,NA,12.85,NA
3406,101,101,8 species,no HO,FE,3,41.8,125.4
3407,101,101,8 species,no HO,FE,4,41.8,167.2
3408,101,101,8 species,no HO,FE,4,41.8,167.2
3409,101,101,8 species,no HO,FE,4,41.8,167.2
3410,101,101,8 species,no HO,FE,6,41.8,250.8
3411,101,101,8 species,no HO,FE,6,41.8,250.8
3412,101,101,8 species,no HO,FE,3,41.8,125.4
3413,101,101,8 species,no HO,FE,3,41.8,125.4
3414,101,101,8 species,no HO,FE,3,41.8,125.4
3415,101,101,8 species,no HO,FE,2,41.8,83.6
3416,101,101,8 species,no HO,LA,NA,59.1,NA
3417,101,101,8 species,no HO,"NAAT",NA,42.6,NA
3418,101,101,8 species,no HO,PL,3,28.4,85.2
3419,101,101,8 species,no HO,PL,3,28.4,85.2
3420,101,101,8 species,no HO,PL,4,28.4,113.6
3421,101,101,8 species,no HO,PL,5,28.4,142
3422,101,101,8 species,no HO,PL,6,28.4,170.4
3423,101,101,8 species,no HO,PL,2,28.4,56.8
3424,101,101,8 species,no HO,PL,1,28.4,28.4
3425,101,101,8 species,no HO,PL,5,28.4,142
3426,101,101,8 species,no HO,PL,16,28.4,454.4
3427,101,101,8 species,no HO,PL,18,28.4,511.2
3428,101,101,8 species,no HO,PL,12,28.4,340.8
3429,101,101,8 species,no HO,PL,14,28.4,397.6
3430,101,101,8 species,no HO,SA,NA,180.65,NA
3431,101,101,8 species,no HO,UR,50,94.55,4727.5
3432,101,101,8 species,no HO,UR,15,94.55,1418.25
3433,101,101,8 species,no HO,UR,45,94.55,4254.75
3434,101,101,8 species,no HO,UR,25,94.55,2363.75
3435,102,102,mono,HO,AC,NA,5.2,NA
3436,102,102,mono,HO,BR,NA,64.95,NA
3437,102,102,mono,HO,HO,NA,12.85,NA
3438,102,102,mono,HO,FE,9,41.8,376.2
3439,102,102,mono,HO,FE,3,41.8,125.4
3440,102,102,mono,HO,FE,2,41.8,83.6
3441,102,102,mono,HO,FE,2,41.8,83.6
3442,102,102,mono,HO,FE,1,41.8,41.8
3443,102,102,mono,HO,FE,4,41.8,167.2
3444,102,102,mono,HO,FE,1,41.8,41.8
3445,102,102,mono,HO,FE,3,41.8,125.4
3446,102,102,mono,HO,FE,2,41.8,83.6
3447,102,102,mono,HO,FE,2,41.8,83.6
3448,102,102,mono,HO,LA,NA,59.1,NA
3449,102,102,mono,HO,"NAAT",NA,42.6,NA
3450,102,102,mono,HO,PL,6,28.4,170.4
3451,102,102,mono,HO,PL,8,28.4,227.2
3452,102,102,mono,HO,PL,3,28.4,85.2
3453,102,102,mono,HO,PL,6,28.4,170.4
3454,102,102,mono,HO,PL,8,28.4,227.2
3455,102,102,mono,HO,PL,7,28.4,198.8
3456,102,102,mono,HO,PL,4,28.4,113.6
3457,102,102,mono,HO,PL,5,28.4,142
3458,102,102,mono,HO,PL,8,28.4,227.2
3459,102,102,mono,HO,PL,8,28.4,227.2
3460,102,102,mono,HO,SA,1,180.65,180.65
3461,102,102,mono,HO,UR,6,94.55,567.3
3462,102,102,mono,HO,UR,7,94.55,661.85
3463,102,102,mono,HO,UR,4,94.55,378.2
3464,102,102,mono,HO,UR,6,94.55,567.3
3465,102,102,mono,HO,UR,4,94.55,378.2
3466,102,102,mono,HO,UR,3,94.55,283.65
3467,102,102,mono,HO,UR,4,94.55,378.2
3468,102,102,mono,HO,UR,4,94.55,378.2
3469,102,102,mono,HO,UR,5,94.55,472.75
3470,102,102,mono,HO,UR,4,94.55,378.2
3471,103,103,mono,UR,AC,NA,5.2,NA
3472,103,103,mono,UR,BR,2,64.95,129.9
3473,103,103,mono,UR,BR,2,64.95,129.9
3474,103,103,mono,UR,BR,2,64.95,129.9
3475,103,103,mono,UR,HO,9,12.85,115.65
3476,103,103,mono,UR,HO,7,12.85,89.95
3477,103,103,mono,UR,HO,6,12.85,77.1
3478,103,103,mono,UR,HO,6,12.85,77.1
3479,103,103,mono,UR,HO,4,12.85,51.4
3480,103,103,mono,UR,HO,4,12.85,51.4
3481,103,103,mono,UR,HO,3,12.85,38.55
3482,103,103,mono,UR,HO,5,12.85,64.25
3483,103,103,mono,UR,HO,5,12.85,64.25
3484,103,103,mono,UR,HO,6,12.85,77.1
3485,103,103,mono,UR,FE,NA,41.8,NA
3486,103,103,mono,UR,LA,NA,59.1,NA
3487,103,103,mono,UR,"NAAT",NA,42.6,NA
3488,103,103,mono,UR,PL,NA,28.4,NA
3489,103,103,mono,UR,SA,4,180.65,722.6
3490,103,103,mono,UR,UR,3,94.55,283.65
3491,103,103,mono,UR,UR,6,94.55,567.3
3492,103,103,mono,UR,UR,3,94.55,283.65
3493,103,103,mono,UR,UR,2,94.55,189.1
3494,103,103,mono,UR,UR,2,94.55,189.1
3495,103,103,mono,UR,UR,2,94.55,189.1
3496,103,103,mono,UR,UR,3,94.55,283.65
3497,103,103,mono,UR,UR,4,94.55,378.2
3498,103,103,mono,UR,UR,8,94.55,756.4
3499,104,104,bare,bare,AC,NA,5.2,NA
3500,104,104,bare,bare,BR,NA,64.95,NA
3501,104,104,bare,bare,HO,NA,12.85,NA
3502,104,104,bare,bare,FE,2,41.8,83.6
3503,104,104,bare,bare,LA,2,59.1,118.2
3504,104,104,bare,bare,"NAAT",NA,42.6,NA
3505,104,104,bare,bare,PL,12,28.4,340.8
3506,104,104,bare,bare,PL,10,28.4,284
3507,104,104,bare,bare,SA,24,180.65,4335.6
3508,104,104,bare,bare,UR,NA,94.55,NA
3509,105,105,all,all 9,AC,NA,5.2,NA
3510,105,105,all,all 9,BR,2,64.95,129.9
3511,105,105,all,all 9,BR,2,64.95,129.9
3512,105,105,all,all 9,BR,2,64.95,129.9
3513,105,105,all,all 9,BR,1,64.95,64.95
3514,105,105,all,all 9,BR,2,64.95,129.9
3515,105,105,all,all 9,BR,1,64.95,64.95
3516,105,105,all,all 9,HO,NA,12.85,NA
3517,105,105,all,all 9,FE,8,41.8,334.4
3518,105,105,all,all 9,FE,8,41.8,334.4
3519,105,105,all,all 9,FE,8,41.8,334.4
3520,105,105,all,all 9,FE,6,41.8,250.8
3521,105,105,all,all 9,FE,3,41.8,125.4
3522,105,105,all,all 9,FE,4,41.8,167.2
3523,105,105,all,all 9,FE,5,41.8,209
3524,105,105,all,all 9,FE,4,41.8,167.2
3525,105,105,all,all 9,FE,4,41.8,167.2
3526,105,105,all,all 9,LA,NA,59.1,NA
3527,105,105,all,all 9,"NAAT",NA,42.6,NA
3528,105,105,all,all 9,PL,7,28.4,198.8
3529,105,105,all,all 9,SA,NA,180.65,NA
3530,105,105,all,all 9,UR,4,94.55,378.2
3531,105,105,all,all 9,UR,38,94.55,3592.9
3532,105,105,all,all 9,UR,53,94.55,5011.15
3533,105,105,all,all 9,UR,18,94.55,1701.9
3534,105,105,all,all 9,UR,2,94.55,189.1
3535,105,105,all,all 9,UR,3,94.55,283.65
3536,105,105,all,all 9,UR,32,94.55,3025.6
3537,106,106,mono,UR,AC,NA,5.2,NA
3538,106,106,mono,UR,BR,NA,64.95,NA
3539,106,106,mono,UR,HO,8,12.85,102.8
3540,106,106,mono,UR,HO,5,12.85,64.25
3541,106,106,mono,UR,HO,37,12.85,475.45
3542,106,106,mono,UR,HO,11,12.85,141.35
3543,106,106,mono,UR,HO,3,12.85,38.55
3544,106,106,mono,UR,HO,7,12.85,89.95
3545,106,106,mono,UR,HO,16,12.85,205.6
3546,106,106,mono,UR,HO,6,12.85,77.1
3547,106,106,mono,UR,HO,9,12.85,115.65
3548,106,106,mono,UR,HO,3,12.85,38.55
3549,106,106,mono,UR,FE,2,41.8,83.6
3550,106,106,mono,UR,FE,2,41.8,83.6
3551,106,106,mono,UR,FE,4,41.8,167.2
