order,new_number,old_number,plot_type,treatment,species,count,seeds per head,seeds 
3310,100,100,8 species,no LA,SA,2,180.65,361.3
3311,100,100,8 species,no LA,UR,2,94.55,189.1
3312,100,100,8 species,no LA,UR,27,94.55,2552.85
3313,101,101,8 species,no HO,AC,NA,5.2,NA
3314,101,101,8 species,no HO,BR,1,64.95,64.95
3315,101,101,8 species,no HO,BR,3,64.95,194.85
3316,101,101,8 species,no HO,BR,3,64.95,194.85
3317,101,101,8 species,no HO,HO,NA,12.85,NA
3318,101,101,8 species,no HO,FE,3,41.8,125.4
3319,101,101,8 species,no HO,FE,4,41.8,167.2
3320,101,101,8 species,no HO,FE,4,41.8,167.2
3321,101,101,8 species,no HO,FE,4,41.8,167.2
3322,101,101,8 species,no HO,FE,6,41.8,250.8
3323,101,101,8 species,no HO,FE,6,41.8,250.8
3324,101,101,8 species,no HO,FE,3,41.8,125.4
3325,101,101,8 species,no HO,FE,3,41.8,125.4
3326,101,101,8 species,no HO,FE,3,41.8,125.4
3327,101,101,8 species,no HO,FE,2,41.8,83.6
3328,101,101,8 species,no HO,LA,NA,59.1,NA
3329,101,101,8 species,no HO,NAAT,,NA,NA
3330,101,101,8 species,no HO,PL,3,28.4,85.2
3331,101,101,8 species,no HO,PL,3,28.4,85.2
3332,101,101,8 species,no HO,PL,4,28.4,113.6
3333,101,101,8 species,no HO,PL,5,28.4,142
3334,101,101,8 species,no HO,PL,6,28.4,170.4
3335,101,101,8 species,no HO,PL,2,28.4,56.8
3336,101,101,8 species,no HO,PL,1,28.4,28.4
3337,101,101,8 species,no HO,PL,5,28.4,142
3338,101,101,8 species,no HO,PL,16,28.4,454.4
3339,101,101,8 species,no HO,PL,18,28.4,511.2
3340,101,101,8 species,no HO,PL,12,28.4,340.8
3341,101,101,8 species,no HO,PL,14,28.4,397.6
3342,101,101,8 species,no HO,SA,NA,180.65,NA
3343,101,101,8 species,no HO,UR,50,94.55,4727.5
3344,101,101,8 species,no HO,UR,15,94.55,1418.25
3345,101,101,8 species,no HO,UR,45,94.55,4254.75
3346,101,101,8 species,no HO,UR,25,94.55,2363.75
3347,102,102,mono,HO,AC,NA,5.2,NA
3348,102,102,mono,HO,BR,NA,64.95,NA
3349,102,102,mono,HO,HO,NA,12.85,NA
3350,102,102,mono,HO,FE,9,41.8,376.2
3351,102,102,mono,HO,FE,3,41.8,125.4
3352,102,102,mono,HO,FE,2,41.8,83.6
3353,102,102,mono,HO,FE,2,41.8,83.6
3354,102,102,mono,HO,FE,1,41.8,41.8
3355,102,102,mono,HO,FE,4,41.8,167.2
3356,102,102,mono,HO,FE,1,41.8,41.8
3357,102,102,mono,HO,FE,3,41.8,125.4
3358,102,102,mono,HO,FE,2,41.8,83.6
3359,102,102,mono,HO,FE,2,41.8,83.6
3360,102,102,mono,HO,LA,NA,59.1,NA
3361,102,102,mono,HO,NAAT,,NA,NA
3362,102,102,mono,HO,PL,6,28.4,170.4
3363,102,102,mono,HO,PL,8,28.4,227.2
3364,102,102,mono,HO,PL,3,28.4,85.2
3365,102,102,mono,HO,PL,6,28.4,170.4
3366,102,102,mono,HO,PL,8,28.4,227.2
3367,102,102,mono,HO,PL,7,28.4,198.8
3368,102,102,mono,HO,PL,4,28.4,113.6
3369,102,102,mono,HO,PL,5,28.4,142
3370,102,102,mono,HO,PL,8,28.4,227.2
3371,102,102,mono,HO,PL,8,28.4,227.2
3372,102,102,mono,HO,SA,1,180.65,180.65
3373,102,102,mono,HO,UR,6,94.55,567.3
3374,102,102,mono,HO,UR,7,94.55,661.85
3375,102,102,mono,HO,UR,4,94.55,378.2
3376,102,102,mono,HO,UR,6,94.55,567.3
3377,102,102,mono,HO,UR,4,94.55,378.2
3378,102,102,mono,HO,UR,3,94.55,283.65
3379,102,102,mono,HO,UR,4,94.55,378.2
3380,102,102,mono,HO,UR,4,94.55,378.2
3381,102,102,mono,HO,UR,5,94.55,472.75
3382,102,102,mono,HO,UR,4,94.55,378.2
3383,103,103,mono,UR,AC,NA,5.2,NA
3384,103,103,mono,UR,BR,2,64.95,129.9
3385,103,103,mono,UR,BR,2,64.95,129.9
3386,103,103,mono,UR,BR,2,64.95,129.9
3387,103,103,mono,UR,HO,9,12.85,115.65
3388,103,103,mono,UR,HO,7,12.85,89.95
3389,103,103,mono,UR,HO,6,12.85,77.1
3390,103,103,mono,UR,HO,6,12.85,77.1
3391,103,103,mono,UR,HO,4,12.85,51.4
3392,103,103,mono,UR,HO,4,12.85,51.4
3393,103,103,mono,UR,HO,3,12.85,38.55
3394,103,103,mono,UR,HO,5,12.85,64.25
3395,103,103,mono,UR,HO,5,12.85,64.25
3396,103,103,mono,UR,HO,6,12.85,77.1
3397,103,103,mono,UR,FE,NA,41.8,NA
3398,103,103,mono,UR,LA,NA,59.1,NA
3399,103,103,mono,UR,NAAT,,NA,NA
3400,103,103,mono,UR,PL,NA,28.4,NA
3401,103,103,mono,UR,SA,4,180.65,722.6
3402,103,103,mono,UR,UR,3,94.55,283.65
3403,103,103,mono,UR,UR,6,94.55,567.3
3404,103,103,mono,UR,UR,3,94.55,283.65
3405,103,103,mono,UR,UR,2,94.55,189.1
3406,103,103,mono,UR,UR,2,94.55,189.1
3407,103,103,mono,UR,UR,2,94.55,189.1
3408,103,103,mono,UR,UR,3,94.55,283.65
3409,103,103,mono,UR,UR,4,94.55,378.2
3410,103,103,mono,UR,UR,8,94.55,756.4
3411,104,104,bare,bare,AC,NA,5.2,NA
3412,104,104,bare,bare,BR,NA,64.95,NA
3413,104,104,bare,bare,HO,NA,12.85,NA
3414,104,104,bare,bare,FE,2,41.8,83.6
3415,104,104,bare,bare,LA,2,59.1,118.2
3416,104,104,bare,bare,NAAT,,NA,NA
3417,104,104,bare,bare,PL,12,28.4,340.8
3418,104,104,bare,bare,PL,10,28.4,284
3419,104,104,bare,bare,SA,24,180.65,4335.6
3420,104,104,bare,bare,UR,NA,94.55,NA
3421,105,105,all,all 9,AC,NA,5.2,NA
3422,105,105,all,all 9,BR,2,64.95,129.9
3423,105,105,all,all 9,BR,2,64.95,129.9
3424,105,105,all,all 9,BR,2,64.95,129.9
3425,105,105,all,all 9,BR,1,64.95,64.95
3426,105,105,all,all 9,BR,2,64.95,129.9
3427,105,105,all,all 9,BR,1,64.95,64.95
3428,105,105,all,all 9,HO,NA,12.85,NA
3429,105,105,all,all 9,FE,8,41.8,334.4
3430,105,105,all,all 9,FE,8,41.8,334.4
3431,105,105,all,all 9,FE,8,41.8,334.4
3432,105,105,all,all 9,FE,6,41.8,250.8
3433,105,105,all,all 9,FE,3,41.8,125.4
3434,105,105,all,all 9,FE,4,41.8,167.2
3435,105,105,all,all 9,FE,5,41.8,209
3436,105,105,all,all 9,FE,4,41.8,167.2
3437,105,105,all,all 9,FE,4,41.8,167.2
3438,105,105,all,all 9,LA,NA,59.1,NA
3439,105,105,all,all 9,NAAT,,NA,NA
3440,105,105,all,all 9,PL,7,28.4,198.8
3441,105,105,all,all 9,SA,NA,180.65,NA
3442,105,105,all,all 9,UR,4,94.55,378.2
3443,105,105,all,all 9,UR,38,94.55,3592.9
3444,105,105,all,all 9,UR,53,94.55,5011.15
3445,105,105,all,all 9,UR,18,94.55,1701.9
3446,105,105,all,all 9,UR,2,94.55,189.1
3447,105,105,all,all 9,UR,3,94.55,283.65
3448,105,105,all,all 9,UR,32,94.55,3025.6
3449,106,106,mono,UR,AC,NA,5.2,NA
3450,106,106,mono,UR,BR,NA,64.95,NA
3451,106,106,mono,UR,HO,8,12.85,102.8
3452,106,106,mono,UR,HO,5,12.85,64.25
3453,106,106,mono,UR,HO,37,12.85,475.45
3454,106,106,mono,UR,HO,11,12.85,141.35
3455,106,106,mono,UR,HO,3,12.85,38.55
3456,106,106,mono,UR,HO,7,12.85,89.95
3457,106,106,mono,UR,HO,16,12.85,205.6
3458,106,106,mono,UR,HO,6,12.85,77.1
3459,106,106,mono,UR,HO,9,12.85,115.65
3460,106,106,mono,UR,HO,3,12.85,38.55
3461,106,106,mono,UR,FE,2,41.8,83.6
3462,106,106,mono,UR,FE,2,41.8,83.6
3463,106,106,mono,UR,FE,4,41.8,167.2
3464,106,106,mono,UR,FE,1,41.8,41.8
3465,106,106,mono,UR,FE,1,41.8,41.8
3466,106,106,mono,UR,FE,2,41.8,83.6
3467,106,106,mono,UR,FE,1,41.8,41.8
3468,106,106,mono,UR,LA,NA,59.1,NA
3469,106,106,mono,UR,NAAT,,NA,NA
3470,106,106,mono,UR,PL,NA,28.4,NA
3471,106,106,mono,UR,SA,NA,180.65,NA
3472,106,106,mono,UR,UR,2,94.55,189.1
3473,106,106,mono,UR,UR,1,94.55,94.55
3474,106,106,mono,UR,UR,23,94.55,2174.65
3475,106,106,mono,UR,UR,2,94.55,189.1
3476,106,106,mono,UR,UR,3,94.55,283.65
3477,106,106,mono,UR,UR,5,94.55,472.75
3478,106,106,mono,UR,UR,21,94.55,1985.55
3479,107,107,bare,bare,AC,240,5.2,1248
3480,107,107,bare,bare,BR,NA,64.95,NA
3481,107,107,bare,bare,HO,NA,12.85,NA
3482,107,107,bare,bare,FE,NA,41.8,NA
3483,107,107,bare,bare,LA,NA,59.1,NA
3484,107,107,bare,bare,NAAT,,NA,NA
3485,107,107,bare,bare,PL,NA,28.4,NA
3486,107,107,bare,bare,SA,49,180.65,8851.85
3487,107,107,bare,bare,UR,1,94.55,94.55
3488,108,108,8 species,no SA,AC,37,5.2,192.4
3489,108,108,8 species,no SA,AC,84,5.2,436.8
3490,108,108,8 species,no SA,BR,3,64.95,194.85
3491,108,108,8 species,no SA,BR,2,64.95,129.9
3492,108,108,8 species,no SA,BR,1,64.95,64.95
3493,108,108,8 species,no SA,BR,4,64.95,259.8
3494,108,108,8 species,no SA,BR,3,64.95,194.85
3495,108,108,8 species,no SA,BR,1,64.95,64.95
3496,108,108,8 species,no SA,BR,3,64.95,194.85
3497,108,108,8 species,no SA,HO,22,12.85,282.7
3498,108,108,8 species,no SA,HO,12,12.85,154.2
3499,108,108,8 species,no SA,HO,9,12.85,115.65
3500,108,108,8 species,no SA,HO,19,12.85,244.15
3501,108,108,8 species,no SA,HO,23,12.85,295.55
3502,108,108,8 species,no SA,FE,9,41.8,376.2
3503,108,108,8 species,no SA,FE,4,41.8,167.2
3504,108,108,8 species,no SA,FE,5,41.8,209
3505,108,108,8 species,no SA,FE,10,41.8,418
3506,108,108,8 species,no SA,FE,7,41.8,292.6
3507,108,108,8 species,no SA,FE,6,41.8,250.8
3508,108,108,8 species,no SA,FE,3,41.8,125.4
3509,108,108,8 species,no SA,FE,7,41.8,292.6
3510,108,108,8 species,no SA,FE,4,41.8,167.2
3511,108,108,8 species,no SA,FE,4,41.8,167.2
3512,108,108,8 species,no SA,FE,4,41.8,167.2
3513,108,108,8 species,no SA,LA,4,59.1,236.4
3514,108,108,8 species,no SA,LA,7,59.1,413.7
3515,108,108,8 species,no SA,LA,31,59.1,1832.1
3516,108,108,8 species,no SA,NAAT,,NA,NA
3517,108,108,8 species,no SA,PL,17,28.4,482.8
3518,108,108,8 species,no SA,PL,15,28.4,426
3519,108,108,8 species,no SA,PL,12,28.4,340.8
3520,108,108,8 species,no SA,PL,17,28.4,482.8
3521,108,108,8 species,no SA,SA,NA,180.65,NA
3522,108,108,8 species,no SA,UR,NA,94.55,NA
3523,109,109,8 species,no AC,AC,NA,5.2,NA
3524,109,109,8 species,no AC,BR,2,64.95,129.9
3525,109,109,8 species,no AC,BR,2,64.95,129.9
3526,109,109,8 species,no AC,BR,1,64.95,64.95
3527,109,109,8 species,no AC,HO,22,12.85,282.7
3528,109,109,8 species,no AC,FE,2,41.8,83.6
3529,109,109,8 species,no AC,FE,5,41.8,209
3530,109,109,8 species,no AC,FE,2,41.8,83.6
3531,109,109,8 species,no AC,LA,NA,59.1,NA
3532,109,109,8 species,no AC,NAAT,,NA,NA
3533,109,109,8 species,no AC,PL,4,28.4,113.6
3534,109,109,8 species,no AC,PL,5,28.4,142
3535,109,109,8 species,no AC,PL,7,28.4,198.8
3536,109,109,8 species,no AC,SA,1,180.65,180.65
3537,109,109,8 species,no AC,SA,1,180.65,180.65
3538,109,109,8 species,no AC,SA,4,180.65,722.6
3539,109,109,8 species,no AC,SA,10,180.65,1806.5
3540,109,109,8 species,no AC,SA,4,180.65,722.6
3541,109,109,8 species,no AC,SA,10,180.65,1806.5
3542,109,109,8 species,no AC,SA,8,180.65,1445.2
3543,109,109,8 species,no AC,SA,16,180.65,2890.4
3544,109,109,8 species,no AC,SA,13,180.65,2348.45
3545,109,109,8 species,no AC,SA,20,180.65,3613
3546,109,109,8 species,no AC,SA,22,180.65,3974.3
3547,109,109,8 species,no AC,UR,48,94.55,4538.4
3548,109,109,8 species,no AC,UR,13,94.55,1229.15
3549,109,109,8 species,no AC,UR,60,94.55,5673
3550,110,110,mono,AC,AC,150,5.2,780
3551,110,110,mono,AC,AC,54,5.2,280.8
3552,110,110,mono,AC,AC,76,5.2,395.2
3553,110,110,mono,AC,AC,50,5.2,260
3554,110,110,mono,AC,AC,68,5.2,353.6
3555,110,110,mono,AC,AC,164,5.2,852.8
3556,110,110,mono,AC,AC,202,5.2,1050.4
3557,110,110,mono,AC,AC,86,5.2,447.2
3558,110,110,mono,AC,AC,42,5.2,218.4
3559,110,110,mono,AC,BR,1,64.95,64.95
3560,110,110,mono,AC,BR,2,64.95,129.9
3561,110,110,mono,AC,BR,1,64.95,64.95
3562,110,110,mono,AC,BR,1,64.95,64.95
3563,110,110,mono,AC,BR,1,64.95,64.95
3564,110,110,mono,AC,HO,8,12.85,102.8
3565,110,110,mono,AC,HO,6,12.85,77.1
3566,110,110,mono,AC,HO,18,12.85,231.3
3567,110,110,mono,AC,HO,6,12.85,77.1
3568,110,110,mono,AC,HO,11,12.85,141.35
3569,110,110,mono,AC,HO,4,12.85,51.4
3570,110,110,mono,AC,FE,2,41.8,83.6
3571,110,110,mono,AC,FE,2,41.8,83.6
3572,110,110,mono,AC,FE,2,41.8,83.6
3573,110,110,mono,AC,FE,2,41.8,83.6
3574,110,110,mono,AC,FE,3,41.8,125.4
3575,110,110,mono,AC,FE,4,41.8,167.2
3576,110,110,mono,AC,FE,4,41.8,167.2
3577,110,110,mono,AC,FE,3,41.8,125.4
3578,110,110,mono,AC,FE,2,41.8,83.6
3579,110,110,mono,AC,FE,2,41.8,83.6
3580,110,110,mono,AC,LA,NA,59.1,NA
3581,110,110,mono,AC,NAAT,,NA,NA
3582,110,110,mono,AC,PL,23,28.4,653.2
3583,110,110,mono,AC,PL,13,28.4,369.2
3584,110,110,mono,AC,PL,37,28.4,1050.8
3585,110,110,mono,AC,PL,39,28.4,1107.6
3586,110,110,mono,AC,PL,16,28.4,454.4
3587,110,110,mono,AC,SA,2,180.65,361.3
3588,110,110,mono,AC,SA,19,180.65,3432.35
3589,110,110,mono,AC,UR,23,94.55,2174.65
3590,110,110,mono,AC,UR,31,94.55,2931.05
3591,110,110,mono,AC,UR,17,94.55,1607.35
3592,111,111,mono,LA,AC,NA,5.2,NA
3593,111,111,mono,LA,BR,NA,64.95,NA
3594,111,111,mono,LA,HO,19,12.85,244.15
3595,111,111,mono,LA,FE,NA,41.8,NA
3596,111,111,mono,LA,LA,NA,59.1,NA
3597,111,111,mono,LA,NAAT,,NA,NA
3598,111,111,mono,LA,PL,28,28.4,795.2
3599,111,111,mono,LA,PL,11,28.4,312.4
3600,111,111,mono,LA,PL,27,28.4,766.8
3601,111,111,mono,LA,SA,NA,180.65,NA
3602,111,111,mono,LA,UR,82,94.55,7753.1
3603,112,112,mono,PL,AC,48,5.2,249.6
3604,112,112,mono,PL,AC,96,5.2,499.2
3605,112,112,mono,PL,BR,3,64.95,194.85
3606,112,112,mono,PL,BR,2,64.95,129.9
3607,112,112,mono,PL,BR,2,64.95,129.9
3608,112,112,mono,PL,BR,1,64.95,64.95
3609,112,112,mono,PL,BR,4,64.95,259.8
3610,112,112,mono,PL,BR,2,64.95,129.9
3611,112,112,mono,PL,BR,1,64.95,64.95
3612,112,112,mono,PL,BR,1,64.95,64.95
3613,112,112,mono,PL,BR,1,64.95,64.95
3614,112,112,mono,PL,HO,4,12.85,51.4
3615,112,112,mono,PL,HO,12,12.85,154.2
3616,112,112,mono,PL,HO,6,12.85,77.1
3617,112,112,mono,PL,HO,10,12.85,128.5
3618,112,112,mono,PL,HO,12,12.85,154.2
3619,112,112,mono,PL,FE,4,41.8,167.2
3620,112,112,mono,PL,FE,1,41.8,41.8
3621,112,112,mono,PL,FE,2,41.8,83.6
3622,112,112,mono,PL,FE,5,41.8,209
3623,112,112,mono,PL,FE,2,41.8,83.6
3624,112,112,mono,PL,FE,3,41.8,125.4
3625,112,112,mono,PL,FE,3,41.8,125.4
3626,112,112,mono,PL,FE,2,41.8,83.6
3627,112,112,mono,PL,FE,3,41.8,125.4
3628,112,112,mono,PL,FE,3,41.8,125.4
3629,112,112,mono,PL,LA,NA,59.1,NA
3630,112,112,mono,PL,NAAT,,NA,NA
3631,112,112,mono,PL,PL,5,28.4,142
3632,112,112,mono,PL,PL,5,28.4,142
3633,112,112,mono,PL,PL,5,28.4,142
3634,112,112,mono,PL,PL,4,28.4,113.6
3635,112,112,mono,PL,PL,5,28.4,142
3636,112,112,mono,PL,PL,10,28.4,284
3637,112,112,mono,PL,PL,7,28.4,198.8
3638,112,112,mono,PL,PL,3,28.4,85.2
3639,112,112,mono,PL,PL,8,28.4,227.2
3640,112,112,mono,PL,PL,6,28.4,170.4
3641,112,112,mono,PL,PL,7,28.4,198.8
3642,112,112,mono,PL,SA,NA,180.65,NA
3643,112,112,mono,PL,UR,7,94.55,661.85
3644,112,112,mono,PL,UR,8,94.55,756.4
3645,112,112,mono,PL,UR,20,94.55,1891
3646,113,113,8 species,no BR,AC,NA,5.2,NA
3647,113,113,8 species,no BR,BR,NA,64.95,NA
3648,113,113,8 species,no BR,HO,NA,12.85,NA
3649,113,113,8 species,no BR,FE,NA,41.8,NA
3650,113,113,8 species,no BR,LA,NA,59.1,NA
3651,113,113,8 species,no BR,NAAT,,NA,NA
3652,113,113,8 species,no BR,PL,5,28.4,142
3653,113,113,8 species,no BR,PL,5,28.4,142
3654,113,113,8 species,no BR,PL,4,28.4,113.6
3655,113,113,8 species,no BR,PL,7,28.4,198.8
3656,113,113,8 species,no BR,PL,4,28.4,113.6
3657,113,113,8 species,no BR,PL,15,28.4,426
3658,113,113,8 species,no BR,PL,19,28.4,539.6
3659,113,113,8 species,no BR,PL,4,28.4,113.6
3660,113,113,8 species,no BR,PL,4,28.4,113.6
3661,113,113,8 species,no BR,PL,5,28.4,142
3662,113,113,8 species,no BR,SA,NA,180.65,NA
3663,113,113,8 species,no BR,UR,NA,94.55,NA
3664,114,114,mono,SA,AC,NA,5.2,NA
3665,114,114,mono,SA,BR,NA,64.95,NA
3666,114,114,mono,SA,HO,15,12.85,192.75
3667,114,114,mono,SA,HO,7,12.85,89.95
3668,114,114,mono,SA,FE,2,41.8,83.6
3669,114,114,mono,SA,FE,7,41.8,292.6
3670,114,114,mono,SA,FE,1,41.8,41.8
3671,114,114,mono,SA,FE,2,41.8,83.6
3672,114,114,mono,SA,FE,4,41.8,167.2
3673,114,114,mono,SA,FE,2,41.8,83.6
3674,114,114,mono,SA,FE,1,41.8,41.8
3675,114,114,mono,SA,LA,NA,59.1,NA
3676,114,114,mono,SA,NAAT,,NA,NA
3677,114,114,mono,SA,PL,5,28.4,142
3678,114,114,mono,SA,PL,8,28.4,227.2
3679,114,114,mono,SA,SA,17,180.65,3071.05
3680,114,114,mono,SA,SA,3,180.65,541.95
3681,114,114,mono,SA,SA,4,180.65,722.6
3682,114,114,mono,SA,SA,6,180.65,1083.9
3683,114,114,mono,SA,SA,3,180.65,541.95
3684,114,114,mono,SA,SA,19,180.65,3432.35
3685,114,114,mono,SA,SA,19,180.65,3432.35
3686,114,114,mono,SA,SA,16,180.65,2890.4
3687,114,114,mono,SA,SA,5,180.65,903.25
3688,114,114,mono,SA,SA,9,180.65,1625.85
3689,114,114,mono,SA,UR,7,94.55,661.85
3690,114,114,mono,SA,UR,16,94.55,1512.8
3691,115,115,8 species,no NAAT,AC,NA,5.2,NA
3692,115,115,8 species,no NAAT,BR,3,64.95,194.85
3693,115,115,8 species,no NAAT,BR,3,64.95,194.85
3694,115,115,8 species,no NAAT,BR,4,64.95,259.8
3695,115,115,8 species,no NAAT,BR,2,64.95,129.9
3696,115,115,8 species,no NAAT,HO,NA,12.85,NA
3697,115,115,8 species,no NAAT,FE,3,41.8,125.4
3698,115,115,8 species,no NAAT,FE,3,41.8,125.4
3699,115,115,8 species,no NAAT,FE,4,41.8,167.2
3700,115,115,8 species,no NAAT,FE,7,41.8,292.6
3701,115,115,8 species,no NAAT,FE,7,41.8,292.6
3702,115,115,8 species,no NAAT,FE,5,41.8,209
3703,115,115,8 species,no NAAT,FE,3,41.8,125.4
3704,115,115,8 species,no NAAT,FE,2,41.8,83.6
3705,115,115,8 species,no NAAT,LA,NA,59.1,NA
3706,115,115,8 species,no NAAT,NAAT,,NA,NA
3707,115,115,8 species,no NAAT,PL,10,28.4,284
3708,115,115,8 species,no NAAT,SA,1,180.65,180.65
3709,115,115,8 species,no NAAT,SA,1,180.65,180.65
3710,115,115,8 species,no NAAT,SA,1,180.65,180.65
3711,115,115,8 species,no NAAT,SA,4,180.65,722.6
3712,115,115,8 species,no NAAT,SA,6,180.65,1083.9
3713,115,115,8 species,no NAAT,SA,2,180.65,361.3
3714,115,115,8 species,no NAAT,SA,4,180.65,722.6
3715,115,115,8 species,no NAAT,SA,4,180.65,722.6
3716,115,115,8 species,no NAAT,SA,3,180.65,541.95
3717,115,115,8 species,no NAAT,SA,5,180.65,903.25
3718,115,115,8 species,no NAAT,UR,3,94.55,283.65
3719,115,115,8 species,no NAAT,UR,8,94.55,756.4
3720,115,115,8 species,no NAAT,UR,13,94.55,1229.15
3721,116,116,8 species,no LA,AC,108,5.2,561.6
3722,116,116,8 species,no LA,AC,92,5.2,478.4
3723,116,116,8 species,no LA,BR,3,64.95,194.85
3724,116,116,8 species,no LA,BR,6,64.95,389.7
3725,116,116,8 species,no LA,BR,4,64.95,259.8
3726,116,116,8 species,no LA,BR,5,64.95,324.75
3727,116,116,8 species,no LA,HO,5,12.85,64.25
3728,116,116,8 species,no LA,HO,6,12.85,77.1
3729,116,116,8 species,no LA,HO,9,12.85,115.65
3730,116,116,8 species,no LA,HO,5,12.85,64.25
3731,116,116,8 species,no LA,HO,7,12.85,89.95
3732,116,116,8 species,no LA,HO,8,12.85,102.8
3733,116,116,8 species,no LA,FE,5,41.8,209
3734,116,116,8 species,no LA,FE,4,41.8,167.2
3735,116,116,8 species,no LA,FE,6,41.8,250.8
3736,116,116,8 species,no LA,FE,10,41.8,418
3737,116,116,8 species,no LA,FE,4,41.8,167.2
3738,116,116,8 species,no LA,FE,5,41.8,209
3739,116,116,8 species,no LA,FE,6,41.8,250.8
3740,116,116,8 species,no LA,FE,6,41.8,250.8
3741,116,116,8 species,no LA,FE,4,41.8,167.2
3742,116,116,8 species,no LA,LA,NA,59.1,NA
3743,116,116,8 species,no LA,NAAT,,NA,NA
3744,116,116,8 species,no LA,PL,NA,28.4,NA
3745,116,116,8 species,no LA,SA,4,180.65,722.6
3746,116,116,8 species,no LA,SA,4,180.65,722.6
3747,116,116,8 species,no LA,SA,5,180.65,903.25
3748,116,116,8 species,no LA,SA,35,180.65,6322.75
3749,116,116,8 species,no LA,UR,13,94.55,1229.15
3750,116,116,8 species,no LA,UR,5,94.55,472.75
3751,116,116,8 species,no LA,UR,71,94.55,6713.05
3752,117,117,mono,BR,AC,NA,5.2,NA
3753,117,117,mono,BR,BR,4,64.95,259.8
3754,117,117,mono,BR,BR,4,64.95,259.8
3755,117,117,mono,BR,BR,4,64.95,259.8
3756,117,117,mono,BR,BR,3,64.95,194.85
3757,117,117,mono,BR,BR,3,64.95,194.85
3758,117,117,mono,BR,BR,3,64.95,194.85
3759,117,117,mono,BR,BR,4,64.95,259.8
3760,117,117,mono,BR,BR,3,64.95,194.85
3761,117,117,mono,BR,BR,3,64.95,194.85
3762,117,117,mono,BR,BR,3,64.95,194.85
3763,117,117,mono,BR,HO,NA,12.85,NA
3764,117,117,mono,BR,FE,3,41.8,125.4
3765,117,117,mono,BR,FE,6,41.8,250.8
3766,117,117,mono,BR,FE,4,41.8,167.2
3767,117,117,mono,BR,LA,NA,59.1,NA
3768,117,117,mono,BR,NAAT,,NA,NA
3769,117,117,mono,BR,PL,NA,28.4,NA
3770,117,117,mono,BR,SA,NA,180.65,NA
3771,117,117,mono,BR,UR,NA,94.55,NA
3772,118,118,bare,bare,AC,NA,5.2,NA
3773,118,118,bare,bare,BR,NA,64.95,NA
3774,118,118,bare,bare,HO,NA,12.85,NA
3775,118,118,bare,bare,FE,2,41.8,83.6
3776,118,118,bare,bare,LA,NA,59.1,NA
3777,118,118,bare,bare,NAAT,,NA,NA
3778,118,118,bare,bare,PL,NA,28.4,NA
3779,118,118,bare,bare,SA,NA,180.65,NA
3780,118,118,bare,bare,UR,NA,94.55,NA
3781,119,119,8 species,no PL,AC,NA,5.2,NA
3782,119,119,8 species,no PL,BR,NA,64.95,NA
3783,119,119,8 species,no PL,HO,6,12.85,77.1
3784,119,119,8 species,no PL,HO,7,12.85,89.95
3785,119,119,8 species,no PL,HO,19,12.85,244.15
3786,119,119,8 species,no PL,HO,18,12.85,231.3
3787,119,119,8 species,no PL,HO,8,12.85,102.8
3788,119,119,8 species,no PL,HO,5,12.85,64.25
3789,119,119,8 species,no PL,HO,11,12.85,141.35
3790,119,119,8 species,no PL,HO,13,12.85,167.05
3791,119,119,8 species,no PL,FE,2,41.8,83.6
3792,119,119,8 species,no PL,FE,4,41.8,167.2
3793,119,119,8 species,no PL,LA,NA,59.1,NA
3794,119,119,8 species,no PL,NAAT,,NA,NA
3795,119,119,8 species,no PL,PL,NA,28.4,NA
3796,119,119,8 species,no PL,SA,NA,180.65,NA
3797,119,119,8 species,no PL,UR,6,94.55,567.3
3798,119,119,8 species,no PL,UR,2,94.55,189.1
3799,119,119,8 species,no PL,UR,20,94.55,1891
3800,119,119,8 species,no PL,UR,11,94.55,1040.05
3801,119,119,8 species,no PL,UR,41,94.55,3876.55
3802,119,119,8 species,no PL,UR,48,94.55,4538.4
3803,119,119,8 species,no PL,UR,82,94.55,7753.1
3804,120,120,mono,NAAT,AC,484,5.2,2516.8
3805,120,120,mono,NAAT,BR,3,64.95,194.85
3806,120,120,mono,NAAT,HO,NA,12.85,NA
3807,120,120,mono,NAAT,FE,NA,41.8,NA
3808,120,120,mono,NAAT,LA,NA,59.1,NA
3809,120,120,mono,NAAT,NAAT,,NA,NA
3810,120,120,mono,NAAT,PL,NA,28.4,NA
3811,120,120,mono,NAAT,SA,NA,180.65,NA
3812,120,120,mono,NAAT,UR,NA,94.55,NA
3813,121,121,8 species,no HO,AC,NA,5.2,NA
3814,121,121,8 species,no HO,BR,4,64.95,259.8
3815,121,121,8 species,no HO,HO,NA,12.85,NA
3816,121,121,8 species,no HO,FE,8,41.8,334.4
3817,121,121,8 species,no HO,FE,9,41.8,376.2
3818,121,121,8 species,no HO,FE,2,41.8,83.6
3819,121,121,8 species,no HO,FE,1,41.8,41.8
3820,121,121,8 species,no HO,FE,5,41.8,209
3821,121,121,8 species,no HO,FE,5,41.8,209
3822,121,121,8 species,no HO,FE,3,41.8,125.4
3823,121,121,8 species,no HO,FE,3,41.8,125.4
3824,121,121,8 species,no HO,FE,4,41.8,167.2
3825,121,121,8 species,no HO,FE,2,41.8,83.6
3826,121,121,8 species,no HO,LA,5,59.1,295.5
3827,121,121,8 species,no HO,NAAT,,NA,NA
